Corr,X,Y
2,594682.153,1669486.155
2,594681.747,1669487.069
2,594681.341,1669487.982
2,594680.935,1669488.896
2,594680.529,1669489.81
2,594680.123,1669490.724
2,594679.716,1669491.638
2,594679.31,1669492.552
2,594678.904,1669493.465
2,594678.498,1669494.379
2,594678.092,1669495.293
2,594678.092,1669495.293
2,594677.686,1669496.207
2,594677.28,1669497.121
2,594676.874,1669498.035
2,594676.467,1669498.948
2,594676.061,1669499.862
2,594675.655,1669500.776
2,594675.249,1669501.69
2,594674.843,1669502.604
2,594674.437,1669503.518
2,594674.031,1669504.431
2,594673.625,1669505.345
2,594673.218,1669506.259
2,594672.812,1669507.173
2,594672.406,1669508.087
2,594672.001,1669508.999
2,594671.578,1669509.905
2,594671.155,1669510.812
2,594670.732,1669511.718
2,594670.715,1669511.754
2,594670.292,1669512.661
2,594669.869,1669513.567
2,594669.446,1669514.473
2,594669.023,1669515.379
2,594668.6,1669516.285
2,594668.178,1669517.192
2,594667.755,1669518.098
2,594667.332,1669519.004
2,594666.909,1669519.91
2,594666.486,1669520.816
2,594666.063,1669521.722
2,594665.64,1669522.629
2,594665.218,1669523.535
2,594664.795,1669524.441
2,594664.372,1669525.347
2,594663.949,1669526.253
2,594663.687,1669526.815
2,594663.264,1669527.721
2,594662.841,1669528.627
2,594662.418,1669529.533
2,594661.995,1669530.439
2,594661.572,1669531.345
2,594661.15,1669532.252
2,594660.727,1669533.158
2,594660.304,1669534.064
2,594659.881,1669534.97
2,594659.458,1669535.876
