I,Elev_Rel
22936,10
22937,10
22938,10
22939,10
22940,10
22941,10
22942,10
22943,10
22944,9
22945,9
22946,9
22947,8
22948,5
22949,5
22950,2
22951,2
22952,2
22953,1
22954,1
22955,1
22956,0
22957,0
22958,1
22959,0
22960,0
22961,0
22962,0
22963,0
22964,0
22965,0
22966,0
22967,0
22968,0
22969,0
22970,0
22971,0
22972,0
22973,0
22974,1
22975,1
22976,1
22977,3
22978,3
22979,3
22980,5
22981,5
22982,5
22983,7
22984,7
22985,7
22986,7
22987,7
22988,7
22989,8
22990,8
22991,8
22992,15
22993,15
22994,15
22995,15
22996,15
22997,15
22998,15
22999,15
23000,15
23001,14
23002,14
23003,14
23004,15
23005,15
23006,15
23007,13
23008,13
23009,13
23010,14
23011,14
23012,14
23013,14
23014,14
23015,14
23016,14
23017,14
23018,14
23019,14
23020,14
23021,14
23022,13
23023,13
23024,13
23025,12
23026,12
23027,12
23028,12
23029,12
23030,12
23031,13
23032,13
23033,13
23034,13
23035,13
23036,13
23037,12
23038,12
23039,12
23040,31
23041,31
23042,30
23043,30
23044,30
23045,28
23046,28
23047,28
23048,27
23049,27
23050,27
23051,25
23052,25
23053,25
23054,24
23055,24
23056,24
23057,23
23058,24
23059,24
23060,24
23061,24
23062,24
23063,25
23064,25
23065,25
23066,26
23067,26
23068,26
23069,26
23070,26
23071,26
23072,27
23073,27
23074,27
23075,28
23076,28
23077,28
23078,27
23079,29
23080,29
23081,30
23082,30
23083,30
23084,30
23085,30
23086,31
23087,31
23088,31
23089,31
23090,30
23091,30
23092,30
23093,30
23094,30
23095,30
23096,28
23097,31
23098,31
23099,27
23100,29
23101,29
23102,26
23103,26
23104,26
23105,26
23106,11
23107,11
23108,12
23109,12
23110,12
23111,11
23112,11
23113,11
23114,11
23115,11
23116,11
23117,11
23118,11
23119,11
23120,11
23121,11
23122,11
23123,11
23124,11
23125,11
23126,10
23127,10
23128,10
23129,10
23130,10
23131,10
23132,10
23133,10
23134,10
23135,10
23136,9
23137,9
23138,9
23139,5
23140,5
23141,5
23142,2
23143,2
23144,2
23145,1
23146,1
23147,1
23148,0
23149,0
23150,1
23151,0
23152,0
23153,0
23154,0
23155,0
23156,0
23157,0
23158,0
23159,0
23160,0
23161,0
23162,0
23163,0
23164,0
23165,0
23166,1
23167,1
23168,1
23169,3
23170,3
23171,3
23172,5
23173,5
23174,5
23175,7
23176,7
23177,7
23178,7
23179,7
23180,7
23181,8
23182,8
23183,8
23184,15
23185,15
23186,15
23187,15
23188,15
23189,15
23190,15
23191,15
23192,15
23193,14
23194,14
23195,14
23196,15
23197,15
23198,15
23199,13
23200,13
23201,13
23202,14
23203,14
23204,14
23205,14
23206,14
23207,14
23208,14
23209,14
23210,14
23211,14
23212,14
23213,14
23214,13
23215,13
23216,13
23217,12
23218,12
23219,12
23220,12
23221,12
23222,12
23223,13
23224,13
23225,13
23226,13
23227,13
23228,13
23229,12
23230,12
23231,12
23232,31
23233,31
23234,30
23235,30
23236,30
23237,28
23238,28
23239,28
23240,27
23241,27
23242,27
23243,25
23244,25
23245,25
23246,24
23247,24
23248,24
23249,23
23250,24
23251,24
23252,24
23253,24
23254,24
23255,25
23256,25
23257,25
23258,26
23259,26
23260,26
23261,26
23262,26
23263,26
23264,27
23265,27
23266,27
23267,28
23268,28
23269,28
23270,27
23271,29
23272,29
23273,30
23274,30
23275,30
23276,30
23277,30
23278,31
23279,31
23280,31
23281,31
23282,30
23283,30
23284,30
23285,30
23286,30
23287,30
23288,28
23289,31
23290,31
23291,27
23292,29
23293,29
23294,26
23295,26
23296,26
23297,26
23298,26
23299,26
23300,23
23301,23
23302,12
23303,11
23304,11
23305,11
23306,11
23307,11
23308,11
23309,11
23310,11
23311,11
23312,11
23313,11
23314,11
23315,11
23316,11
23317,11
23318,10
23319,10
23320,10
23321,10
23322,10
23323,10
23324,10
23325,12
23326,12
23327,12
23328,9
23329,9
23330,9
23331,5
23332,5
23333,5
23334,2
23335,2
23336,2
23337,1
23338,1
23339,1
23340,0
23341,0
23342,1
23343,0
23344,0
23345,0
23346,0
23347,0
23348,0
23349,0
23350,0
23351,0
23352,0
23353,0
23354,0
23355,0
23356,0
23357,0
23358,1
23359,1
23360,1
23361,3
23362,3
23363,3
23364,5
23365,5
23366,5
23367,7
23368,7
23369,7
23370,7
23371,7
23372,7
23373,8
23374,8
23375,8
23376,15
23377,15
23378,15
23379,15
23380,15
23381,15
23382,15
23383,15
23384,15
23385,14
23386,14
23387,14
23388,15
23389,15
23390,15
23391,13
23392,13
23393,13
23394,14
23395,14
23396,14
23397,14
23398,14
23399,14
23400,14
23401,14
23402,14
23403,14
23404,14
23405,14
23406,13
23407,13
23408,13
23409,12
23410,12
23411,12
23412,12
23413,12
23414,12
23415,13
23416,13
23417,13
23418,13
23419,13
23420,13
23421,12
23422,12
23423,12
23424,25
23425,25
23426,24
23427,24
23428,24
23429,22
23430,22
23431,22
23432,21
23433,21
23434,21
23435,19
23436,19
23437,19
23438,18
23439,18
23440,18
23441,18
23442,19
23443,19
23444,19
23445,19
23446,19
23447,20
23448,20
23449,20
23450,21
23451,21
23452,21
23453,22
23454,22
23455,22
23456,23
23457,23
23458,23
23459,25
23460,25
23461,25
23462,24
23463,26
23464,26
23465,28
23466,28
23467,28
23468,27
23469,27
23470,29
23471,29
23472,29
23473,29
23474,28
23475,28
23476,28
23477,30
23478,30
23479,30
23480,28
23481,31
23482,31
23483,27
23484,30
23485,30
23486,27
23487,27
23488,27
23489,27
23490,27
23491,27
23492,24
23493,24
23494,24
23495,22
23496,22
23497,22
23498,12
23499,12
23500,12
23501,12
23502,12
23503,12
23504,11
23505,11
23506,11
23507,11
23508,11
23509,11
23510,10
23511,10
23512,10
23513,10
23514,15
23515,15
23516,12
23517,12
23518,12
23519,12
23520,8
23521,8
23522,8
23523,5
23524,5
23525,5
23526,1
23527,1
23528,1
23529,0
23530,0
23531,0
23532,0
23533,0
23534,0
23535,0
23536,0
23537,0
23538,0
23539,0
23540,0
23541,0
23542,0
23543,0
23544,0
23545,0
23546,0
23547,1
23548,1
23549,1
23550,3
23551,3
23552,3
23553,5
23554,5
23555,5
23556,7
23557,7
23558,7
23559,9
23560,9
23561,9
23562,9
23563,9
23564,9
23565,9
23566,9
23567,9
23568,17
23569,17
23570,17
23571,17
23572,17
23573,17
23574,16
23575,16
23576,16
23577,16
23578,16
23579,16
23580,17
23581,17
23582,17
23583,16
23584,16
23585,16
23586,16
23587,16
23588,16
23589,16
23590,16
23591,16
23592,16
23593,16
23594,16
23595,16
23596,16
23597,16
23598,15
23599,15
23600,15
23601,15
23602,15
23603,15
23604,14
23605,14
23606,14
23607,15
23608,15
23609,15
23610,14
23611,14
23612,14
23613,14
23614,14
23615,14
23616,25
23617,25
23618,24
23619,24
23620,24
23621,22
23622,22
23623,22
23624,21
23625,21
23626,21
23627,19
23628,19
23629,19
23630,18
23631,18
23632,18
23633,18
23634,19
23635,19
23636,19
23637,19
23638,19
23639,20
23640,20
23641,20
23642,21
23643,21
23644,21
23645,22
23646,22
23647,22
23648,23
23649,23
23650,23
23651,25
23652,25
23653,25
23654,24
23655,26
23656,26
23657,28
23658,28
23659,28
23660,27
23661,27
23662,29
23663,29
23664,29
23665,29
23666,28
23667,28
23668,28
23669,30
23670,30
23671,30
23672,28
23673,31
23674,31
23675,27
23676,30
23677,30
23678,27
23679,27
23680,27
23681,27
23682,27
23683,27
23684,24
23685,24
23686,24
23687,22
23688,22
23689,22
23690,20
23691,20
23692,23
23693,12
23694,12
23695,12
23696,11
23697,11
23698,11
23699,11
23700,11
23701,11
23702,10
23703,17
23704,17
23705,15
23706,15
23707,15
23708,12
23709,12
23710,12
23711,12
23712,8
23713,8
23714,8
23715,5
23716,5
23717,5
23718,1
23719,1
23720,1
23721,0
23722,0
23723,0
23724,0
23725,0
23726,0
23727,0
23728,0
23729,0
23730,0
23731,0
23732,0
23733,0
23734,0
23735,0
23736,0
23737,0
23738,0
23739,1
23740,1
23741,1
23742,3
23743,3
23744,3
23745,5
23746,5
23747,5
23748,7
23749,7
23750,7
23751,9
23752,9
23753,9
23754,9
23755,9
23756,9
23757,9
23758,9
23759,9
23760,17
23761,17
23762,17
23763,17
23764,17
23765,17
23766,16
23767,16
23768,16
23769,16
23770,16
23771,16
23772,17
23773,17
23774,17
23775,16
23776,16
23777,16
23778,16
23779,16
23780,16
23781,16
23782,16
23783,16
23784,16
23785,16
23786,16
23787,16
23788,16
23789,16
23790,15
23791,15
23792,15
23793,15
23794,15
23795,15
23796,14
23797,14
23798,14
23799,15
23800,15
23801,15
23802,14
23803,14
23804,14
23805,14
23806,14
23807,14
23808,25
23809,25
23810,24
23811,24
23812,24
23813,22
23814,22
23815,22
23816,21
23817,21
23818,21
23819,19
23820,19
23821,19
23822,18
23823,18
23824,18
23825,18
23826,19
23827,19
23828,19
23829,19
23830,19
23831,20
23832,20
23833,20
23834,21
23835,21
23836,21
23837,22
23838,22
23839,22
23840,23
23841,23
23842,23
23843,25
23844,25
23845,25
23846,24
23847,26
23848,26
23849,28
23850,28
23851,28
23852,27
23853,27
23854,29
23855,29
23856,29
23857,29
23858,28
23859,28
23860,28
23861,30
23862,30
23863,30
23864,28
23865,31
23866,31
23867,27
23868,30
23869,30
23870,27
23871,27
23872,27
23873,27
23874,27
23875,27
23876,24
23877,24
23878,24
23879,22
23880,22
23881,22
23882,20
23883,20
23884,23
23885,21
23886,21
23887,21
23888,11
23889,11
23890,11
23891,20
23892,20
23893,20
23894,17
23895,17
23896,17
23897,15
23898,15
23899,15
23900,12
23901,12
23902,12
23903,12
23904,8
23905,8
23906,8
23907,5
23908,5
23909,5
23910,1
23911,1
23912,1
23913,0
23914,0
23915,0
23916,0
23917,0
23918,0
23919,0
23920,0
23921,0
23922,0
23923,0
23924,0
23925,0
23926,0
23927,0
23928,0
23929,0
23930,0
23931,1
23932,1
23933,1
23934,3
23935,3
23936,3
23937,5
23938,5
23939,5
23940,7
23941,7
23942,7
23943,9
23944,9
23945,9
23946,9
23947,9
23948,9
23949,9
23950,9
23951,9
23952,17
23953,17
23954,17
23955,17
23956,17
23957,17
23958,16
23959,16
23960,16
23961,16
23962,16
23963,16
23964,17
23965,17
23966,17
23967,16
23968,16
23969,16
23970,16
23971,16
23972,16
23973,16
23974,16
23975,16
23976,16
23977,16
23978,16
23979,16
23980,16
23981,16
23982,15
23983,15
23984,15
23985,15
23986,15
23987,15
23988,14
23989,14
23990,14
23991,15
23992,15
23993,15
23994,14
23995,14
23996,14
23997,14
23998,14
23999,14
24000,20
24001,20
24002,18
24003,18
24004,18
24005,16
24006,16
24007,16
24008,15
24009,15
24010,15
24011,13
24012,13
24013,13
24014,13
24015,13
24016,13
24017,13
24018,14
24019,14
24020,14
24021,14
24022,14
24023,15
24024,15
24025,15
24026,16
24027,16
24028,16
24029,18
24030,18
24031,18
24032,19
24033,19
24034,19
24035,21
24036,21
24037,21
24038,20
24039,23
24040,23
24041,24
24042,24
24043,24
24044,25
24045,25
24046,26
24047,27
24048,27
24049,27
24050,26
24051,26
24052,26
24053,28
24054,28
24055,28
24056,27
24057,30
24058,30
24059,28
24060,30
24061,30
24062,28
24063,28
24064,28
24065,29
24066,29
24067,29
24068,26
24069,26
24070,26
24071,23
24072,23
24073,23
24074,21
24075,21
24076,24
24077,22
24078,22
24079,22
24080,20
24081,20
24082,22
24083,20
24084,20
24085,20
24086,17
24087,17
24088,17
24089,14
24090,14
24091,14
24092,11
24093,11
24094,11
24095,11
24096,7
24097,7
24098,7
24099,4
24100,4
24101,4
24102,1
24103,1
24104,1
24105,0
24106,0
24107,0
24108,1
24109,1
24110,0
24111,1
24112,1
24113,0
24114,0
24115,0
24116,0
24117,0
24118,0
24119,0
24120,1
24121,1
24122,1
24123,3
24124,3
24125,3
24126,5
24127,5
24128,5
24129,7
24130,7
24131,7
24132,9
24133,9
24134,9
24135,11
24136,11
24137,11
24138,11
24139,11
24140,11
24141,11
24142,11
24143,11
24144,18
24145,18
24146,18
24147,19
24148,19
24149,19
24150,18
24151,18
24152,18
24153,18
24154,18
24155,18
24156,19
24157,19
24158,19
24159,18
24160,18
24161,18
24162,18
24163,18
24164,18
24165,18
24166,18
24167,18
24168,18
24169,18
24170,18
24171,18
24172,18
24173,18
24174,17
24175,17
24176,17
24177,16
24178,16
24179,16
24180,16
24181,16
24182,16
24183,16
24184,16
24185,16
24186,16
24187,16
24188,16
24189,15
24190,15
24191,15
24192,20
24193,20
24194,18
24195,18
24196,18
24197,16
24198,16
24199,16
24200,15
24201,15
24202,15
24203,13
24204,13
24205,13
24206,13
24207,13
24208,13
24209,13
24210,14
24211,14
24212,14
24213,14
24214,14
24215,15
24216,15
24217,15
24218,16
24219,16
24220,16
24221,18
24222,18
24223,18
24224,19
24225,19
24226,19
24227,21
24228,21
24229,21
24230,20
24231,23
24232,23
24233,24
24234,24
24235,24
24236,25
24237,25
24238,26
24239,27
24240,27
24241,27
24242,26
24243,26
24244,26
24245,28
24246,28
24247,28
24248,27
24249,30
24250,30
24251,28
24252,30
24253,30
24254,28
24255,28
24256,28
24257,29
24258,29
24259,29
24260,26
24261,26
24262,26
24263,23
24264,23
24265,23
24266,21
24267,21
24268,24
24269,22
24270,22
24271,22
24272,20
24273,20
24274,22
24275,20
24276,20
24277,20
24278,17
24279,17
24280,17
24281,14
24282,14
24283,14
24284,11
24285,11
24286,11
24287,11
24288,7
24289,7
24290,7
24291,4
24292,4
24293,4
24294,1
24295,1
24296,1
24297,0
24298,0
24299,0
24300,1
24301,1
24302,0
24303,1
24304,1
24305,0
24306,0
24307,0
24308,0
24309,0
24310,0
24311,0
24312,1
24313,1
24314,1
24315,3
24316,3
24317,3
24318,5
24319,5
24320,5
24321,7
24322,7
24323,7
24324,9
24325,9
24326,9
24327,11
24328,11
24329,11
24330,11
24331,11
24332,11
24333,11
24334,11
24335,11
24336,18
24337,18
24338,18
24339,19
24340,19
24341,19
24342,18
24343,18
24344,18
24345,18
24346,18
24347,18
24348,19
24349,19
24350,19
24351,18
24352,18
24353,18
24354,18
24355,18
24356,18
24357,18
24358,18
24359,18
24360,18
24361,18
24362,18
24363,18
24364,18
24365,18
24366,17
24367,17
24368,17
24369,16
24370,16
24371,16
24372,16
24373,16
24374,16
24375,16
24376,16
24377,16
24378,16
24379,16
24380,16
24381,15
24382,15
24383,15
24384,20
24385,20
24386,18
24387,18
24388,18
24389,16
24390,16
24391,16
24392,15
24393,15
24394,15
24395,13
24396,13
24397,13
24398,13
24399,13
24400,13
24401,13
24402,14
24403,14
24404,14
24405,14
24406,14
24407,15
24408,15
24409,15
24410,16
24411,16
24412,16
24413,18
24414,18
24415,18
24416,19
24417,19
24418,19
24419,21
24420,21
24421,21
24422,20
24423,23
24424,23
24425,24
24426,24
24427,24
24428,25
24429,25
24430,26
24431,27
24432,27
24433,27
24434,26
24435,26
24436,26
24437,28
24438,28
24439,28
24440,27
24441,30
24442,30
24443,28
24444,30
24445,30
24446,28
24447,28
24448,28
24449,29
24450,29
24451,29
24452,26
24453,26
24454,26
24455,23
24456,23
24457,23
24458,21
24459,21
24460,24
24461,22
24462,22
24463,22
24464,20
24465,20
24466,22
24467,20
24468,20
24469,20
24470,17
24471,17
24472,17
24473,14
24474,14
24475,14
24476,11
24477,11
24478,11
24479,11
24480,7
24481,7
24482,7
24483,4
24484,4
24485,4
24486,1
24487,1
24488,1
24489,0
24490,0
24491,0
24492,1
24493,1
24494,0
24495,1
24496,1
24497,0
24498,0
24499,0
24500,0
24501,0
24502,0
24503,0
24504,1
24505,1
24506,1
24507,3
24508,3
24509,3
24510,5
24511,5
24512,5
24513,7
24514,7
24515,7
24516,9
24517,9
24518,9
24519,11
24520,11
24521,11
24522,11
24523,11
24524,11
24525,11
24526,11
24527,11
24528,18
24529,18
24530,18
24531,19
24532,19
24533,19
24534,18
24535,18
24536,18
24537,18
24538,18
24539,18
24540,19
24541,19
24542,19
24543,18
24544,18
24545,18
24546,18
24547,18
24548,18
24549,18
24550,18
24551,18
24552,18
24553,18
24554,18
24555,18
24556,18
24557,18
24558,17
24559,17
24560,17
24561,16
24562,16
24563,16
24564,16
24565,16
24566,16
24567,16
24568,16
24569,16
24570,16
24571,16
24572,16
24573,15
24574,15
24575,15
24576,14
24577,14
24578,12
24579,12
24580,12
24581,11
24582,11
24583,11
24584,9
24585,9
24586,9
24587,8
24588,8
24589,8
24590,8
24591,8
24592,8
24593,8
24594,9
24595,9
24596,9
24597,9
24598,9
24599,10
24600,10
24601,10
24602,12
24603,12
24604,12
24605,13
24606,13
24607,13
24608,14
24609,14
24610,14
24611,16
24612,16
24613,16
24614,16
24615,19
24616,19
24617,21
24618,21
24619,21
24620,21
24621,21
24622,23
24623,24
24624,24
24625,24
24626,24
24627,24
24628,24
24629,26
24630,26
24631,26
24632,25
24633,28
24634,28
24635,27
24636,29
24637,29
24638,28
24639,28
24640,28
24641,30
24642,30
24643,30
24644,27
24645,27
24646,27
24647,24
24648,24
24649,24
24650,22
24651,22
24652,25
24653,22
24654,22
24655,22
24656,20
24657,20
24658,22
24659,20
24660,20
24661,20
24662,17
24663,17
24664,17
24665,14
24666,14
24667,14
24668,10
24669,10
24670,10
24671,10
24672,7
24673,7
24674,7
24675,3
24676,3
24677,3
24678,0
24679,0
24680,0
24681,0
24682,0
24683,0
24684,1
24685,1
24686,0
24687,0
24688,0
24689,0
24690,0
24691,0
24692,0
24693,1
24694,1
24695,1
24696,3
24697,3
24698,3
24699,5
24700,5
24701,5
24702,7
24703,7
24704,7
24705,9
24706,9
24707,9
24708,11
24709,11
24710,11
24711,13
24712,13
24713,13
24714,13
24715,13
24716,13
24717,13
24718,13
24719,13
24720,20
24721,20
24722,20
24723,20
24724,20
24725,20
24726,20
24727,20
24728,20
24729,20
24730,20
24731,20
24732,20
24733,20
24734,20
24735,19
24736,19
24737,19
24738,19
24739,19
24740,19
24741,20
24742,20
24743,20
24744,20
24745,20
24746,20
24747,19
24748,19
24749,19
24750,18
24751,18
24752,18
24753,18
24754,18
24755,18
24756,18
24757,18
24758,18
24759,18
24760,18
24761,18
24762,17
24763,17
24764,17
24765,17
24766,17
24767,17
24768,14
24769,14
24770,12
24771,12
24772,12
24773,11
24774,11
24775,11
24776,9
24777,9
24778,9
24779,8
24780,8
24781,8
24782,8
24783,8
24784,8
24785,8
24786,9
24787,9
24788,9
24789,9
24790,9
24791,10
24792,10
24793,10
24794,12
24795,12
24796,12
24797,13
24798,13
24799,13
24800,14
24801,14
24802,14
24803,16
24804,16
24805,16
24806,16
24807,19
24808,19
24809,21
24810,21
24811,21
24812,21
24813,21
24814,23
24815,24
24816,24
24817,24
24818,24
24819,24
24820,24
24821,26
24822,26
24823,26
24824,25
24825,28
24826,28
24827,27
24828,29
24829,29
24830,28
24831,28
24832,28
24833,30
24834,30
24835,30
24836,27
24837,27
24838,27
24839,24
24840,24
24841,24
24842,22
24843,22
24844,25
24845,22
24846,22
24847,22
24848,20
24849,20
24850,22
24851,20
24852,20
24853,20
24854,17
24855,17
24856,17
24857,14
24858,14
24859,14
24860,10
24861,10
24862,10
24863,10
24864,7
24865,7
24866,7
24867,3
24868,3
24869,3
24870,0
24871,0
24872,0
24873,0
24874,0
24875,0
24876,1
24877,1
24878,0
24879,0
24880,0
24881,0
24882,0
24883,0
24884,0
24885,1
24886,1
24887,1
24888,3
24889,3
24890,3
24891,5
24892,5
24893,5
24894,7
24895,7
24896,7
24897,9
24898,9
24899,9
24900,11
24901,11
24902,11
24903,13
24904,13
24905,13
24906,13
24907,13
24908,13
24909,13
24910,13
24911,13
24912,20
24913,20
24914,20
24915,20
24916,20
24917,20
24918,20
24919,20
24920,20
24921,20
24922,20
24923,20
24924,20
24925,20
24926,20
24927,19
24928,19
24929,19
24930,19
24931,19
24932,19
24933,20
24934,20
24935,20
24936,20
24937,20
24938,20
24939,19
24940,19
24941,19
24942,18
24943,18
24944,18
24945,18
24946,18
24947,18
24948,18
24949,18
24950,18
24951,18
24952,18
24953,18
24954,17
24955,17
24956,17
24957,17
24958,17
24959,17
24960,14
24961,14
24962,12
24963,12
24964,12
24965,11
24966,11
24967,11
24968,9
24969,9
24970,9
24971,8
24972,8
24973,8
24974,8
24975,8
24976,8
24977,8
24978,9
24979,9
24980,9
24981,9
24982,9
24983,10
24984,10
24985,10
24986,12
24987,12
24988,12
24989,13
24990,13
24991,13
24992,14
24993,14
24994,14
24995,16
24996,16
24997,16
24998,16
24999,19
25000,19
25001,21
25002,21
25003,21
25004,21
25005,21
25006,23
25007,24
25008,24
25009,24
25010,24
25011,24
25012,24
25013,26
25014,26
25015,26
25016,25
25017,28
25018,28
25019,27
25020,29
25021,29
25022,28
25023,28
25024,28
25025,30
25026,30
25027,30
25028,27
25029,27
25030,27
25031,24
25032,24
25033,24
25034,22
25035,22
25036,25
25037,22
25038,22
25039,22
25040,20
25041,20
25042,22
25043,20
25044,20
25045,20
25046,17
25047,17
25048,17
25049,14
25050,14
25051,14
25052,10
25053,10
25054,10
25055,10
25056,7
25057,7
25058,7
25059,3
25060,3
25061,3
25062,0
25063,0
25064,0
25065,0
25066,0
25067,0
25068,1
25069,1
25070,0
25071,0
25072,0
25073,0
25074,0
25075,0
25076,0
25077,1
25078,1
25079,1
25080,3
25081,3
25082,3
25083,5
25084,5
25085,5
25086,7
25087,7
25088,7
25089,9
25090,9
25091,9
25092,11
25093,11
25094,11
25095,13
25096,13
25097,13
25098,13
25099,13
25100,13
25101,13
25102,13
25103,13
25104,20
25105,20
25106,20
25107,20
25108,20
25109,20
25110,20
25111,20
25112,20
25113,20
25114,20
25115,20
25116,20
25117,20
25118,20
25119,19
25120,19
25121,19
25122,19
25123,19
25124,19
25125,20
25126,20
25127,20
25128,20
25129,20
25130,20
25131,19
25132,19
25133,19
25134,18
25135,18
25136,18
25137,18
25138,18
25139,18
25140,18
25141,18
25142,18
25143,18
25144,18
25145,18
25146,17
25147,17
25148,17
25149,17
25150,17
25151,17
25152,8
25153,8
25154,7
25155,7
25156,7
25157,6
25158,6
25159,6
25160,4
25161,4
25162,4
25163,3
25164,3
25165,3
25166,3
25167,3
25168,3
25169,4
25170,5
25171,5
25172,5
25173,5
25174,5
25175,6
25176,6
25177,6
25178,7
25179,7
25180,7
25181,8
25182,8
25183,8
25184,10
25185,10
25186,10
25187,12
25188,12
25189,12
25190,12
25191,14
25192,14
25193,16
25194,16
25195,16
25196,17
25197,17
25198,19
25199,20
25200,20
25201,20
25202,21
25203,21
25204,21
25205,24
25206,24
25207,24
25208,23
25209,26
25210,26
25211,26
25212,28
25213,28
25214,28
25215,28
25216,28
25217,30
25218,30
25219,30
25220,27
25221,27
25222,27
25223,25
25224,25
25225,25
25226,22
25227,22
25228,25
25229,23
25230,23
25231,23
25232,20
25233,20
25234,22
25235,20
25236,20
25237,20
25238,17
25239,17
25240,17
25241,13
25242,13
25243,13
25244,10
25245,10
25246,10
25247,10
25248,6
25249,6
25250,6
25251,3
25252,3
25253,3
25254,0
25255,0
25256,0
25257,0
25258,0
25259,0
25260,1
25261,1
25262,0
25263,0
25264,0
25265,0
25266,2
25267,2
25268,2
25269,4
25270,4
25271,4
25272,6
25273,6
25274,6
25275,9
25276,9
25277,9
25278,11
25279,11
25280,11
25281,12
25282,12
25283,12
25284,14
25285,14
25286,14
25287,15
25288,15
25289,15
25290,15
25291,15
25292,15
25293,15
25294,15
25295,15
25296,22
25297,22
25298,22
25299,23
25300,23
25301,23
25302,22
25303,22
25304,22
25305,22
25306,22
25307,22
25308,21
25309,21
25310,21
25311,21
25312,21
25313,21
25314,21
25315,21
25316,21
25317,21
25318,21
25319,21
25320,21
25321,21
25322,21
25323,20
25324,20
25325,20
25326,20
25327,20
25328,20
25329,20
25330,20
25331,20
25332,19
25333,19
25334,19
25335,20
25336,20
25337,20
25338,19
25339,19
25340,19
25341,18
25342,18
25343,18
25344,8
25345,8
25346,7
25347,7
25348,7
25349,6
25350,6
25351,6
25352,4
25353,4
25354,4
25355,3
25356,3
25357,3
25358,3
25359,3
25360,3
25361,4
25362,5
25363,5
25364,5
25365,5
25366,5
25367,6
25368,6
25369,6
25370,7
25371,7
25372,7
25373,8
25374,8
25375,8
25376,10
25377,10
25378,10
25379,12
25380,12
25381,12
25382,12
25383,14
25384,14
25385,16
25386,16
25387,16
25388,17
25389,17
25390,19
25391,20
25392,20
25393,20
25394,21
25395,21
25396,21
25397,24
25398,24
25399,24
25400,23
25401,26
25402,26
25403,26
25404,28
25405,28
25406,28
25407,28
25408,28
25409,30
25410,30
25411,30
25412,27
25413,27
25414,27
25415,25
25416,25
25417,25
25418,22
25419,22
25420,25
25421,23
25422,23
25423,23
25424,20
25425,20
25426,22
25427,20
25428,20
25429,20
25430,17
25431,17
25432,17
25433,13
25434,13
25435,13
25436,10
25437,10
25438,10
25439,10
25440,6
25441,6
25442,6
25443,3
25444,3
25445,3
25446,0
25447,0
25448,0
25449,0
25450,0
25451,0
25452,1
25453,1
25454,0
25455,0
25456,0
25457,0
25458,2
25459,2
25460,2
25461,4
25462,4
25463,4
25464,6
25465,6
25466,6
25467,9
25468,9
25469,9
25470,11
25471,11
25472,11
25473,12
25474,12
25475,12
25476,14
25477,14
25478,14
25479,15
25480,15
25481,15
25482,15
25483,15
25484,15
25485,15
25486,15
25487,15
25488,22
25489,22
25490,22
25491,23
25492,23
25493,23
25494,22
25495,22
25496,22
25497,22
25498,22
25499,22
25500,21
25501,21
25502,21
25503,21
25504,21
25505,21
25506,21
25507,21
25508,21
25509,21
25510,21
25511,21
25512,21
25513,21
25514,21
25515,20
25516,20
25517,20
25518,20
25519,20
25520,20
25521,20
25522,20
25523,20
25524,19
25525,19
25526,19
25527,20
25528,20
25529,20
25530,19
25531,19
25532,19
25533,18
25534,18
25535,18
25536,8
25537,8
25538,7
25539,7
25540,7
25541,6
25542,6
25543,6
25544,4
25545,4
25546,4
25547,3
25548,3
25549,3
25550,3
25551,3
25552,3
25553,4
25554,5
25555,5
25556,5
25557,5
25558,5
25559,6
25560,6
25561,6
25562,7
25563,7
25564,7
25565,8
25566,8
25567,8
25568,10
25569,10
25570,10
25571,12
25572,12
25573,12
25574,12
25575,14
25576,14
25577,16
25578,16
25579,16
25580,17
25581,17
25582,19
25583,20
25584,20
25585,20
25586,21
25587,21
25588,21
25589,24
25590,24
25591,24
25592,23
25593,26
25594,26
25595,26
25596,28
25597,28
25598,28
25599,28
25600,28
25601,30
25602,30
25603,30
25604,27
25605,27
25606,27
25607,25
25608,25
25609,25
25610,22
25611,22
25612,25
25613,23
25614,23
25615,23
25616,20
25617,20
25618,22
25619,20
25620,20
25621,20
25622,17
25623,17
25624,17
25625,13
25626,13
25627,13
25628,10
25629,10
25630,10
25631,10
25632,6
25633,6
25634,6
25635,3
25636,3
25637,3
25638,0
25639,0
25640,0
25641,0
25642,0
25643,0
25644,1
25645,1
25646,0
25647,0
25648,0
25649,0
25650,2
25651,2
25652,2
25653,4
25654,4
25655,4
25656,6
25657,6
25658,6
25659,9
25660,9
25661,9
25662,11
25663,11
25664,11
25665,12
25666,12
25667,12
25668,14
25669,14
25670,14
25671,15
25672,15
25673,15
25674,15
25675,15
25676,15
25677,15
25678,15
25679,15
25680,22
25681,22
25682,22
25683,23
25684,23
25685,23
25686,22
25687,22
25688,22
25689,22
25690,22
25691,22
25692,21
25693,21
25694,21
25695,21
25696,21
25697,21
25698,21
25699,21
25700,21
25701,21
25702,21
25703,21
25704,21
25705,21
25706,21
25707,20
25708,20
25709,20
25710,20
25711,20
25712,20
25713,20
25714,20
25715,20
25716,19
25717,19
25718,19
25719,20
25720,20
25721,20
25722,19
25723,19
25724,19
25725,18
25726,18
25727,18
25728,3
25729,3
25730,2
25731,2
25732,2
25733,2
